created_at,request_time,request_type,team_name,status,settlement_status,name,email,amount,currency_code,title,"accounting system code","image url"
"2022-05-09 02:05:32","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,103.00,SGD,"Default Message new",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/6278065dddf9a/gos1k1m3jzdlndb8yy74ogi4a0g1f3vf.jpg
"2022-05-09 02:02:29","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,103.00,SGD,"Default Message new",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/627805a69849c/sooc35l9jj8sdzfrqauwq9qilthfl003.jpg
"2022-05-09 01:57:13","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,103.00,SGD,"Default Message new",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/6278046ad5d41/m04a1vcnouwj9mznu8ioh0u7zlekswn9.jpg
"2022-05-09 01:55:37","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,103.00,SGD,"Default Message new",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/6278040a352fa/favmlariq7zay1i63j9zeoj6y2sr98cg.jpg
"2022-05-09 01:53:29","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,103.00,SGD,"Default Message new",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/6278038a0479d/3vvxzibc5fk4emnc75si13z9uv1z1hf4.jpg
"2022-05-09 01:50:44","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,103.00,SGD,"Default Message new",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/627802e50a55e/knqbm45rmi10yyszwfnxulierc84e1yw.jpg
"2022-05-09 01:49:27","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,103.00,SGD,"Default Message new",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/6278029812485/7lv8dpowvxe3r4iaiqlyxtvf64rp0a4s.jpg
"2022-05-09 01:47:45","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,103.00,SGD,"Default Message new",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/6278023296352/igb1l6op5o60w5k9p7jw2zqbnq53nake.jpg
"2022-05-09 01:45:56","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,103.00,SGD,"Default Message new",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/627801c4f1be8/w2zzhi6p3ly8mcww8wdwc06eqdavgszn.jpg
"2022-05-09 01:43:45","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,103.00,SGD,"Default Message new",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/62780142c4361/ludg5aryxjsmc1i7l256omhapj9dp9ti.jpg
"2022-05-09 01:38:43","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,103.00,SGD,"Default Message new",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/62780013ccb86/lmlvcnuhj4yrveookq4m35xidpeek17a.jpg
"2022-05-09 01:23:04","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,103.00,SGD,"Default Message new",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/6277fc6924c20/yehcttt366kyqmzccmcfsml5dpfie823.jpg
"2022-05-09 01:11:13","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,103.00,SGD,"Default Message new",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/6277f9a21fe66/ts7ld1y65oeq3zzbyj52qqvpaxsetkqt.jpg
"2022-05-09 01:09:11","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,103.00,SGD,"Default Message new",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/6277f928e4bd6/3n53a5k5fgattg4ygwg123nl1b9k57q1.jpg
"2022-05-09 01:06:15","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,103.00,SGD,"Default Message new",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/6277f8789f50e/7isxy9zvb3j56u4914bymtuoweavjpk7.jpg
"2022-05-08 23:44:15","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,103.00,SGD,"Default Message new",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/6277e5404c3da/v1z4uvbzq5n34agk8hl5findcuxmuf7w.jpg
"2022-05-08 23:40:36","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,103.00,SGD,"Default Message new",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/6277e4655d1d7/ppwvb2jrftxdawmzu8ow4q1imhkcktjz.jpg
"2022-05-08 22:53:52","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,103.00,SGD,"Default Message new",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/6277d970ddb4c/71gb9ywk44cio8y0llnbymalqtext7v8.jpg
"2022-05-08 22:40:23","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,103.00,SGD,"Default Message new",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/6277d64868192/fb8pvka3tre5lpq54s0goqgai10ae3nt.jpg
"2022-05-08 22:21:24","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,103.00,SGD,"Default Message new",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/6277d1d5a601f/bitgclg2bsjyppage69qbuomvif983x0.jpg
"2022-05-08 22:18:47","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,103.00,SGD,"Default Message new",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/6277d1381fdae/g70d1frm9iz73tzkewlk2u0eiewc6m2f.jpg
"2022-05-08 22:15:12","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,102.00,SGD,"Default Message new",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/6277d06147ceb/sn0hvtqtdvsjox8x8iomffhh8424792l.jpg
"2022-05-08 18:01:13","2022-05-08 08:00:00",reimbursement,"BEL DEL",approved,pending,admin,admin@bd.com,100.00,SGD,"Default Message",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/627794da6d17b/47n8snw46zng7lcxi2af408y45yfgque.jpg
"2022-05-08 17:55:26","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,100.00,SGD,"Default Message",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/6277937eddf46/o8imxsrkmrovsg4qui35b7125182djy1.jpg
"2022-05-08 17:48:08","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,100.00,SGD,"Default Message",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/627791c9266f6/vr2gv1c9r59vree5fbyygts4mz23a8y7.jpg
"2022-05-08 17:44:39","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,100.00,SGD,"Default Message",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/627790f8be3ba/1lk0guzbufseiuv24mcaeyuu7oo86z49.jpg
"2022-05-08 17:30:49","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,100.00,SGD,"Default Message",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/62778dba2f783/bzhvfymbq7ky79olaxdkyua2pj4npjke.jpg
"2022-05-08 17:26:26","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,100.00,SGD,"Default Message",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/62778cb354200/9xfjhl6kli1lqsg1vj9ocx959clcton3.jpg
"2022-05-08 17:23:40","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,100.00,SGD,"Default Message",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/62778c0dadd9f/tdjw2j98y9fos2z4qhwnqgprzb78bsnz.jpg
"2022-05-08 17:19:14","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,100.00,SGD,"Default Message",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/62778b02c4f87/7wfblnamelcjtyxspv7l75wxvqee7c9l.jpg
"2022-05-08 16:21:23","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,100.00,SGD,"Default Message",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/62777d749523b/8st2n7x61zynbddlnf6wtmtssmex6rjl.jpg
"2022-05-08 16:19:19","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,100.00,SGD,"Default Message",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/62777cf81428f/mc29t0lmbuc9vutjlnp0nszj0vv08o3c.jpg
"2022-05-08 16:17:32","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,100.00,SGD,"Default Message",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/62777c8da74eb/tvwsdbyzh4u2c0k0en9hh4u7syjesyla.jpg
"2022-05-08 16:12:00","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,100.00,SGD,"Default Message",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/62777b41cd44d/fsr5kurt5w22ooacev23588tf9bydzwv.jpg
"2022-05-08 16:09:52","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,100.00,SGD,"Default Message",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/62777ac196634/16aqqmfeezwvvwcfutfy5xyngg2hk034.jpg
"2022-05-08 15:36:02","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,100.00,SGD,"Default Message",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/627772d365cf6/4ddzi77ft8hqh239sixuqriy9ueh8467.jpg
"2022-05-08 15:33:57","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,100.00,SGD,"Default Message",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/62777255d8950/ofy1pjcnid6q47euxwgz54nc8gstix2e.jpg
"2022-05-08 15:30:39","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,100.00,SGD,"Default Message",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/6277718fd8da3/oap6teu6278ffy8afzjrngndkbalw27k.jpg
"2022-05-08 15:20:45","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,100.00,SGD,"Default Message",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/62776f3eccbfb/18scoyx3gdhjzff01ly4vzwdzsqad5ra.jpg
"2022-05-08 15:08:05","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,100.00,SGD,"Default Message",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/62776c4903046/wf14e718vbg17m05lzxe7t9fvg1jpygk.jpg
"2022-05-08 15:00:51","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,100.00,SGD,"Default Message",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/62776a93d6ead/vkf2q1kruf5k1i2zip17etnxfcvdb6lx.jpg
"2022-05-08 14:55:02","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,100.00,SGD,"Default Message",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/62776936d1963/av79wgs72p96goc6pk9lbskguzhopfpo.jpg
"2022-05-08 14:52:05","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,100.00,SGD,"Default Message",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/62776885f09a5/khhbnpowztnw8culjm1ume9g2ysa4oj1.jpg
"2022-05-08 14:49:52","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,100.00,SGD,"Default Message",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/627768017dcdf/g6zslbbc0rz1bh5y5dugpehwsl7nedgf.jpg
"2022-05-08 14:47:33","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,100.00,SGD,"Default Message",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/6277677601fdc/3q8ykw4cacq438zifoxcm7kbw4n5gq08.jpg
"2022-05-08 14:45:44","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,100.00,SGD,"Default Message",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/627767095858e/310ntb3egueazxjbc1zi23b6sdkds2ba.jpg
"2022-05-08 14:43:49","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,100.00,SGD,"Default Message",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/62776696a68fa/238b0sunz0jmebtxjbe33n0onk5y0pa9.jpg
"2022-05-08 13:47:02","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,100.00,SGD,"Default Message",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/62775947c16cc/qkfic6ugraoslgbgc95pc7vr6bahdbwf.jpg
"2022-05-08 13:34:19","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,100.00,SGD,"Default Message",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/6277564c87135/3kh4vhoqr9bp1sd3ytw4oexu91pecxgf.jpg
"2022-05-08 13:28:41","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,100.00,SGD,"Default Message",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/627754fa6bf5c/g18l8va11qdbcx5erv63gqe1bofugl4y.jpg
"2022-05-08 13:27:01","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,100.00,SGD,"Default Message",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/627754965cdc6/y5orkhnqlysnlmdckmkmjbsip9bf3t7f.jpg
"2022-05-08 13:16:24","2022-05-08 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,100.00,SGD,"Default Message",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-08/62775219a72e4/funx9eaqxnipheukcp09swmku511s4p9.jpg
"2022-05-08 00:21:55","2022-05-07 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,100.00,SGD,"Default Message",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-07/62769c944ffe7/4tdf5ntv5rpfq71ux8npbsmarmpbuetf.jpg
"2022-05-08 00:09:45","2022-05-07 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,100.00,SGD,"Default Message",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-07/627699ba9822f/dzxmmph5hr2f98hn0yj6zjw4az6srm5q.jpg
"2022-05-07 23:22:14","2022-05-07 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,100.00,SGD,"Default Message",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-07/62768e97c9a44/90evwc02s3y517v3wv50gjbqzqcq5h52.jpg
"2022-05-07 23:20:14","2022-05-07 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,100.00,SGD,"Default Message",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-07/62768e1f867ee/wdeftb3yszv7upzi36ftwxfnm4mlwfhw.jpg
"2022-05-07 23:18:30","2022-05-07 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,100.00,SGD,"Default Message",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-07/62768db730872/b2dtdz2grbtohx1t0s6gledwaxrqytm3.jpg
"2022-05-07 23:16:44","2022-05-07 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,100.00,SGD,"Default Message",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-07/62768d4d2949f/vr4ln4agzvqhm4gzgazzw2te7qwei0th.jpg
"2022-05-07 18:10:22","2022-05-07 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,100.00,SGD,"Default Message",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-07/6276457fbf96d/malqodtzoyoo3lmk3h1o1z1xhjfe5xhf.jpg
"2022-05-07 17:54:23","2022-05-07 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,100.00,SGD,"Default Message",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-07/627641c0c9677/8i0jmnnql61ghvpzjz3jlvnpo4y9zxe4.jpg
"2022-05-07 17:49:16","2022-05-07 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,100.00,SGD,"Default Message",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-07/6276408da5a96/ape8zwirgwhi0cp8s55vcwwvnk6egz0t.jpg
"2022-05-07 17:16:10","2022-05-07 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,100.00,SGD,"Default Message",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-07/627638cb19ad7/vwe0dwc6l3awm7da3z419a803bgembmd.jpg
"2022-05-07 17:14:43","2022-05-07 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,100.00,SGD,"Default Message",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-07/6276387498081/lo5oxpyxfm54yxwlxd6c52zzs6n131o2.jpg
"2022-05-07 16:26:12","2022-05-07 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,100.00,SGD,"Default Message",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-07/62762d1544a7f/8dtddnegpygjvgk23dlq5itpjahorz3d.jpg
"2022-05-07 16:14:09","2022-05-07 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,100.00,SGD,"Default Message",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-07/62762a4215860/1c63ulp8m2z5yc8h01preovgam5pm9g5.jpg
"2022-05-07 16:12:46","2022-05-07 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,100.00,SGD,"Default Message",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-07/627629efb6fda/ck5p3n2vs1m9mnw8gyt9xhed90phftqz.jpg
"2022-05-07 14:40:28","2022-05-07 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,100.00,SGD," ",429,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-07/6276143569f4f/8k5gtin2c0mdzy4t68tftv4gm56zfthz.jpg
